Apartment Name,Room Type,Unit Number,Unit Price,Unit Area,Available Time
The Square on Butler,2 beds	2 baths,1-209,"$2,550","1,027 sq ft",Oct 14
The Square on Butler,2 beds	2 baths,1-304,"$2,550","1,027 sq ft",Nov 7
The Square on Butler,2 beds	2 baths,2-202,"$1,900",905 sq ft,Dec 5
The Square on Butler,2 beds	2 baths,2-302,"$1,900","1,027 sq ft",Dec 5
The Square on Butler,2 beds	2 baths,1-402,"$2,550","1,035 sq ft",Dec 5
308 Miltenberger St,1 Bed - Cityview	1 bed	1 bath,201,"$1,650",750 Sq Ft,Now
308 Miltenberger St,1 Bed - Cityview	1 bed	1 bath,301,"$1,700",775 Sq Ft,Now
The Ivy Residences,1 bed	1.5 baths,1 Bed + Den/ 1.5 Bath,"$1,999 – $2,199",750 sq ft,Available Now
The Ivy Residences,2 beds	2 baths,2 Bed + Nook/ 2 Bath,"$2,599 – $2,799","1,055 – 1,080 sq ft",Available Now
The Ivy Residences,4 beds	3.5 baths,4 Bed /3.5 Bath Penthouse,"$9,250 – $11,000","3,450 sq ft",Available Now
The Venue Apartments!,1 bed	1 bath,Keaton,"$1,695",780 sq ft,Available Now
The Venue Apartments!,1 bed	1 bath,City View 2 - Designer,"$1,520",620 sq ft,Oct 1
The Venue Apartments!,1 bed	1 bath,Rooney,"$1,650",755 sq ft,Oct 10
The Venue Apartments!,1 bed	1 bath,City View 1 - Designer,"$1,500",580 sq ft,Oct 28
The Venue Apartments!,1 bed	1 bath,Rogers ,"$1,425",595 sq ft,Nov 2
The Venue Apartments!,1 bed	1 bath,Cuban,"$1,725",870 sq ft,Nov 6
The Venue Apartments!,2 beds	1 bath,Panoramic View (03) - Designer,"$2,075 – $2,200",925 sq ft,Available Now
The Venue Apartments!,2 beds	1 bath,River View - Designer,"$1,985",975 sq ft,Oct 13
Union on 5th Avenue,2 beds	1 bath,2x2,"$1,150
                                / Person",585 sq ft,Available Now
Union on 5th Avenue,2 beds	2 baths,2x2,"$1,750",890 sq ft,Available Now
Union on 5th Avenue,3 beds	3 baths,3x3,"$1,099
                                / Person","1,050 sq ft",Available Now
Catalyst Lofts,One Bedroom Plus Den	1 bed	1 bath,201,"$1,575",871 Sq Ft,Now
Catalyst Lofts,3 Bedroom Loft	3 beds	2 baths,306,"$2,600","1,589 Sq Ft",Soon
Royal Manor Apartments,1 bed	1 bath,1 Bedroom All Electric,"$1,065 – $1,115",825 sq ft,Not Available
Royal Manor Apartments,1 bed	1 bath,1 Bedroom Heat included,"$1,105 – $1,145",900 sq ft,Not Available
Royal Manor Apartments,1 bed	2 baths,1 Bedroom with Den Heat included,"$1,280 – $1,325","1,059 sq ft",Not Available
Royal Manor Apartments,2 beds	1.5 baths,2 Bedroom all Electric,"$1,280 – $1,320","1,036 sq ft",Not Available
Royal Manor Apartments,2 beds	2 baths,2 Bedroom Heat Included,"$1,340 – $1,390","1,059 sq ft",Not Available
Royal Manor Apartments,3 beds	2 baths,3 Bedroom Heat included,"$1,485 – $1,525","1,150 sq ft",Not Available
Eighth and Penn,Maddock	Studio	1 bath,904,"$1,499",421 Sq Ft,Now
Eighth and Penn,Harris	Studio	1 bath,1113,"$1,900",581 Sq Ft,Oct 15
Eighth and Penn,Byham A	1 bed	1 bath,417,"$1,558",710 Sq Ft,Now
Eighth and Penn,Byham A	1 bed	1 bath,308,"$1,725",710 Sq Ft,Now
Eighth and Penn,Byham A	1 bed	1 bath,612,"$1,750",710 Sq Ft,Now
Eighth and Penn,Greer B	1 bed	1 bath,913,"$1,700",595 Sq Ft,Now
Eighth and Penn,Greer B	1 bed	1 bath,1109,"$1,829",595 Sq Ft,Now
Eighth and Penn,Greer B	1 bed	1 bath,1111,"$1,750",595 Sq Ft,Oct 12
Eighth and Penn,Greer A	1 bed	1 bath,1012,"$1,779",597 Sq Ft,Nov 8
Eighth and Penn,Pearl	1 bed	1 bath,217,"$1,732",914 Sq Ft,Nov 11
Eighth and Penn,Byham B	1 bed	1 bath,418,"$1,700",710 Sq Ft,Nov 23
Eighth and Penn,Benedum	2 beds	2 baths,607,"$2,650","1,224 Sq Ft",Now
RedStone Place,"1-Bedroom, 1-Bath	1 bed	1 bath",1216,"$1,695",684 Sq Ft,Now
RedStone Place,"1-Bedroom, 1-Bath	1 bed	1 bath",2104,"$1,695",684 Sq Ft,Dec 5
RedStone Place,"2-Bedroom, 1-Bath	2 beds	1 bath",1311,"$2,095",828 Sq Ft,Now
RedStone Place,"2-Bedroom, 1-Bath	2 beds	1 bath",1115,"$2,095",828 Sq Ft,Now
RedStone Place,"2-Bedroom, 1-Bath	2 beds	1 bath",2201,"$2,095",828 Sq Ft,Oct 10
Residences at South High,One Bedroom One Bath	1 bed	1 bath,B-407,"$1,546",880 Sq Ft,Oct 7
Residences at South High,One Bedroom One and a Half Bath	1 bed	1.5 baths,B-316,"$1,700","1,050 Sq Ft",Nov 7
Residences at South High,Two Bedroom One Bath	2 beds	1 bath,B-313,"$1,706",985 Sq Ft,Now
Residences at South High,Two Bedroom One Bath	2 beds	1 bath,A-217,"$1,956","1,200 Sq Ft",Now
Residences at South High,Two Bedroom Two Bath	2 beds	2 baths,B-106,"$2,200","1,475 Sq Ft",Now
Residences at South High,Two Bedroom Two Bath plus Den	2 beds	2 baths,B-P-01,"$2,500","2,335 Sq Ft",Now
The Royal Plaza Rockwel Realty Leasing,2 beds	1 bath,1927 Murray Avenue,"$1,650",,Available Now
The Royal Plaza Rockwel Realty Leasing,2 beds	2 baths,100,"$1,995",,Available Now
The Royal Plaza Rockwel Realty Leasing,3 beds	1 bath,"All Inclusive, Top Floor","$2,100",,Available Now
Laurel Village Apartments,EFFICIENCY	Studio	1 bath,700112,"$1,090",675 Sq Ft,Oct 5
Arlington Apartments,Verdi	Studio	1 bath,AR-415,$965,420 Sq Ft,"Jan 1, 2025"
Arlington Apartments,Grieg	1 bed	1 bath,AR-213,"$1,300",720 Sq Ft,Now
Arlington Apartments,Strauss	1 bed	1 bath,AR-206,"$1,315",720 Sq Ft,Now
Arlington Apartments,Strauss	1 bed	1 bath,AR-208,"$1,315",720 Sq Ft,Now
Arlington Apartments,Strauss	1 bed	1 bath,AR-908,"$1,315",720 Sq Ft,"Jan 1, 2025"
Arlington Apartments,Chopin	1 bed	1 bath,AR-104,"$1,315",720 Sq Ft,Now
Arlington Apartments,Chopin	1 bed	1 bath,AR-516,"$1,315",720 Sq Ft,Now
Arlington Apartments,Beethoven	2 beds	2 baths,AR-303,"$1,815","1,138 Sq Ft","Jan 1, 2025"
The Evalee Apartments,The Beverly (1x1 - 640SF) - Designer	1 bed	1 bath,7-102,"$1,145",640 Sq Ft,Now
The Evalee Apartments,The Beverly (1x1 - 640SF) - Designer	1 bed	1 bath,7-316,"$1,145",640 Sq Ft,Now
The Evalee Apartments,The Beverly (1x1 - 640SF) - Designer	1 bed	1 bath,7-318,"$1,145",640 Sq Ft,Now
The Evalee Apartments,The Carlton (1x1 - 660SF) - Designer	1 bed	1 bath,3-408,"$1,195",660 Sq Ft,Now
The Evalee Apartments,The Carlton (1x1 - 660SF) - Designer	1 bed	1 bath,3-303,"$1,195",660 Sq Ft,Now
The Evalee Apartments,The Carlton (1x1 - 660SF) - Designer	1 bed	1 bath,3-108,"$1,195",660 Sq Ft,Now
The Evalee Apartments,The Biltmore (2x1 - 860SF) - Designer	2 beds	1 bath,1-PH5,"$1,525",860 Sq Ft,Oct 3
The Evalee Apartments,The Biltmore (2x1 - 860SF) - Designer	2 beds	1 bath,3-301,"$1,425",860 Sq Ft,Nov 2
The Evalee Apartments,The Biltmore (2x1 - 860SF) - Designer	2 beds	1 bath,5-106,"$1,425",860 Sq Ft,Nov 2
Churchview Gardens,1 bed	1 bath,1 Bedroom *Call For Availability*,$950,706 sq ft,Dec 1
Churchview Gardens,2 beds	1 bath,2 Bedroom *Call For Availability*,"$1,100",807 sq ft,Dec 1
Highland Park Club Apartments,1 Bedroom HPCA	1 bed	1 bath,1001,"$1,350",900 Sq Ft,Nov 1
Union Annex,Studio	1 bath,Studio,"$1,580
                                / Person",,"Aug 8, 2025"
Union Annex,Studio	1 bath,Studio Penthouse,"$1,810
                                / Person",,"Aug 8, 2025"
Union Annex,1 bed	1 bath,Penthouse,"$2,370
                                / Person",,Available Now
Union Annex,1 bed	1 bath,1x1,"$1,700 – $1,805
                                / Person",,"Aug 8, 2025"
Union Annex,1 bed	1 bath,1x1 Penthouse,"$2,060
                                / Person",,"Aug 8, 2025"
Union Annex,2 beds	1 bath,2x1,"$1,340
                                / Person",,"Aug 8, 2025"
Union Annex,2 beds	1 bath,2x1 Penthouse,"$1,670
                                / Person",,"Aug 8, 2025"
Union Annex,3 beds	2 baths,3x2 Backfill,"$999
                                / Person",,Available Now
Union Annex,3 beds	2 baths,3x2,"$1,355
                                / Person",,"Aug 8, 2025"
Union Annex,3 beds	3 baths,3x3,"$1,375
                                / Person",,"Aug 8, 2025"
Perrytown Place,Studio	Studio	1 bath,0318,$899,456 Sq Ft,Nov 23
Perrytown Place,One Bedroom	1 bed	1 bath,0208,$969,546 Sq Ft,"Jan 11, 2025"
Morrowfield,Eldorado	Studio	1 bath,MD-603,"$1,205",660 Sq Ft,"Jan 1, 2025"
Morrowfield,Minerva	Studio	1 bath,MD-521,"$1,205",660 Sq Ft,"Jan 1, 2025"
Morrowfield,Mercury	1 bed	1 bath,MD-515,"$1,135",770 Sq Ft,Now
Morrowfield,Stanley	1 bed	1 bath,MD-817,"$1,175",770 Sq Ft,Now
Morrowfield,Firebird	1 bed	1 bath,MD-415,"$1,080",770 Sq Ft,"Jan 1, 2025"
Morrowfield,Plymouth	1 bed	1 bath,MD-416,"$1,105",770 Sq Ft,"Jan 1, 2025"
Morrowfield,LeMans	2 beds	1 bath,MD-609,"$1,390",850 Sq Ft,Now
Morrowfield,LeMans	2 beds	1 bath,MD-617,"$1,390",850 Sq Ft,Now
Chateaugay Apartments,2 beds	1.5 baths,2 bedroom,"$1,399","975 – 1,100 sq ft",Available Now
New South Side Apartments at 905 Bingham,1BR/1.0BA	1 bed	1 bath,Apt 203,"$1,295",600 Sq Ft,Now
The Rockwel - Rockwel Realty Leasing,2 beds	2 baths,255 Shady Avenue,"$1,995",,Available Now
Waldorf Park Apartments,1 bed	1 bath,Large 1 Bedroom,"$964 – $1,090",800 sq ft,Available Now
Waldorf Park Apartments,1 bed	1 bath,Junior,"$1,019",550 sq ft,Available Now
Waldorf Park Apartments,1 bed	1 bath,Large 1 Bedroom with Balcony,"$1,099 – $1,202",850 sq ft,Available Now
Waldorf Park Apartments,2 beds	2 baths,2-Bedroom Mid Rise,"$1,283 – $1,494","1,140 sq ft",Available Now
Alcoma on the Green,1 bed	1 bath,The Oak,$880 – $980,745 sq ft,Available Now
Alcoma on the Green,2 beds	1.5 baths,The Maple,"$980 – $1,080",924 sq ft,Available Now
Alcoma on the Green,3 beds	2 baths,3 Bed 2 BathAlcoma on the Green,"$1,350 – $1,450","1,200 sq ft",Not Available
One On Centre,Studio	Studio	1 bath,Private,/Person,452 Sq Ft,"Aug 17, 2025"
One On Centre,Studio	Studio	1 bath,7th Floor,"$1,995",452 Sq Ft,"Aug 17, 2025"
One On Centre,Studio	Studio	1 bath,Campus View,"$2,005",452 Sq Ft,"Aug 17, 2025"
One On Centre,1x1	1 bed	1 bath,Private,/Person,617 Sq Ft,"Aug 17, 2025"
One On Centre,1x1	1 bed	1 bath,17th Floor,"$2,335",617 Sq Ft,"Aug 17, 2025"
One On Centre,2x2 B3	2 beds	2 baths,Private,"$1,351",958 Sq Ft,Now
One On Centre,2x2 B3	2 beds	2 baths,Private,"$1,351",958 Sq Ft,"Jan 5, 2025"
One On Centre,2x2 B3	2 beds	2 baths,Private,"$1,680",958 Sq Ft,"Aug 17, 2025"
One On Centre,2x2 B2	2 beds	2 baths,Campus View,/Person,877 Sq Ft,Now
One On Centre,2x2 B2	2 beds	2 baths,Private,"$1,370",877 Sq Ft,Now
One On Centre,2x2 B2	2 beds	2 baths,Campus View,"$1,355",877 Sq Ft,"Jan 5, 2025"
One On Centre,2x2 B4	2 beds	2 baths,Private,/Person,832 Sq Ft,Now
One On Centre,2x2 B4	2 beds	2 baths,Private,/Person,832 Sq Ft,"Jan 5, 2025"
One On Centre,2x2 B4	2 beds	2 baths,7th Floor,"$1,675",832 Sq Ft,"Aug 17, 2025"
One On Centre,2x2 B1	2 beds	2 baths,Private,"$1,393",843 Sq Ft,Now
One On Centre,2x2 B1	2 beds	2 baths,Campus View,"$1,393",843 Sq Ft,Now
One On Centre,2x2 B1	2 beds	2 baths,Private,"$1,393",843 Sq Ft,"Jan 5, 2025"
One On Centre,2x2 B2-C	2 beds	2 baths,Private,/Person,868 Sq Ft,Now
One On Centre,2x2 B2-C	2 beds	2 baths,Private,"$1,423",868 Sq Ft,"Jan 5, 2025"
One On Centre,2x2 B2-C	2 beds	2 baths,7th Floor,"$1,695",868 Sq Ft,"Aug 17, 2025"
One On Centre,3x3 C1	3 beds	3 baths,Private,"$1,290","1,147 Sq Ft",Now
One On Centre,3x3 C1	3 beds	3 baths,Private,"$1,290","1,147 Sq Ft","Jan 5, 2025"
One On Centre,3x3 C1	3 beds	3 baths,7th Floor,/Person,"1,147 Sq Ft","Aug 17, 2025"
One On Centre,3x3 C1+	3 beds	3 baths,Private,/Person,"1,245 Sq Ft",Now
One On Centre,3x3 C1+	3 beds	3 baths,Private,"$1,329","1,245 Sq Ft","Jan 5, 2025"
One On Centre,3x3 C1+	3 beds	3 baths,Private,"$1,455","1,245 Sq Ft","Aug 17, 2025"
One On Centre,3x3 C2	3 beds	3 baths,Campus View,"$1,342","1,078 Sq Ft",Now
One On Centre,3x3 C2	3 beds	3 baths,Campus View,"$1,342","1,078 Sq Ft","Jan 5, 2025"
One On Centre,3x3 C2	3 beds	3 baths,Campus View,"$1,405","1,078 Sq Ft","Aug 17, 2025"
Hillside Apartments,1595-1597 Bevan Rd- 2BD/1B	2 beds	1 bath,1595 Bevan Road Apt 14,"$1,075",705 Sq Ft,Now
Hillside Apartments,1575-1587 2BD/1BA - B	2 beds	1 bath,1575 Bevan Road Apt 13,"$1,015",654 Sq Ft,Oct 15
Devon Towers,2 Bedroom	2 beds	2 baths,606,"$1,555",950 Sq Ft,Soon
Amberson Gardens,Two Bedroom	2 beds	1 bath,3-A4,"$1,650",846 Sq Ft,Now
The Wendover Community,Hot Metal	Studio	1 bath,WD-607,"$1,020",670 Sq Ft,Oct 16
The Wendover Community,Tufa	Studio	1 bath,WD-420,$695,230 Sq Ft,"Jan 1, 2025"
The Wendover Community,Ft. Pitt	Studio	1 bath,WDX-40,$835,390 Sq Ft,"Jan 1, 2025"
The Wendover Community,Armstrong	1 bed	1 bath,WDX-15,"$1,100",595 Sq Ft,Now
The Wendover Community,Liberty	1 bed	1 bath,WDX-7,"$1,130",595 Sq Ft,Now
The Wendover Community,Smithfield	1 bed	1 bath,WD-605,"$1,160",716 Sq Ft,Now
The Wendover Community,Bloomfield	1 bed	1 bath,WD-302,"$1,190",760 Sq Ft,Now
The Wendover Community,Bloomfield	1 bed	1 bath,WD-702,"$1,190",760 Sq Ft,Now
The Wendover Community,Manchester	1 bed	1 bath,WD-216,"$1,190",742 Sq Ft,Now
The Wendover Community,Manchester	1 bed	1 bath,WD-516,"$1,190",742 Sq Ft,"Jan 1, 2025"
The Wendover Community,Mosside	1 bed	1 bath,WD-610,"$1,235",760 Sq Ft,Now
The Wendover Community,Rankin	1 bed	1 bath,WD-708,"$1,210",810 Sq Ft,Oct 14
The Wendover Community,Hulton	2 beds	1 bath,WD-604,"$1,480",912 Sq Ft,Now
The Wendover Community,Veterans	2 beds	1 bath,WD-305,"$1,495",866 Sq Ft,Now
The Wendover Community,Panther Hollow	2 beds	1 bath,WD-514,"$1,560","1,070 Sq Ft",Now
The Wendover Community,Panther Hollow	2 beds	1 bath,WD-714,"$1,560","1,070 Sq Ft",Now
The Wendover Community,Greenfield	2 beds	1 bath,WD-314,"$1,565",982 Sq Ft,Now
The Wendover Community,Brilliant	2 beds	1 bath,WD-719,"$1,680","1,082 Sq Ft",Now
The Wendover Community,Brilliant	2 beds	1 bath,WD-319,"$1,680","1,082 Sq Ft",Now
The Wendover Community,Stowe	2 beds	1 bath,WDA-A3,"$1,340",790 Sq Ft,Oct 1
Ohara Place Apartments LP,1 Bedroom Gold-	1 bed	1 bath,OH3649-2,"$1,195",700 Sq Ft,Now
Ohara Place Apartments LP,2 Bedroom Silver	2 beds	1 bath,OH3627-2,"$1,295",800 Sq Ft,Now
Ohara Place Apartments LP,2 Bedroom Gold	2 beds	1 bath,OH1-3,"$1,495",700 Sq Ft,Now
Ohara Place Apartments LP,2 Bedroom Gold	2 beds	1 bath,OH3-2,"$1,495",850 Sq Ft,Now
Ohara Place Apartments LP,2 Bedroom Gold	2 beds	1 bath,OH4-1,"$1,495",850 Sq Ft,Now
1869 West,A1 - Renovated	1 bed	1 bath,02,$979,575 Sq Ft,Oct 30
1869 West,A1	1 bed	1 bath,20,$824,575 Sq Ft,Nov 29
1869 West,B1 Renovated	2 beds	1 bath,10,"$1,109",625 Sq Ft,Now
1869 West,B1 Renovated	2 beds	1 bath,11,"$1,119",625 Sq Ft,Oct 18
1869 West,B1 Renovated	2 beds	1 bath,13,"$1,119",625 Sq Ft,Oct 24
1869 West,B1	2 beds	1 bath,12,$929,625 Sq Ft,Oct 10
1869 West,B1	2 beds	1 bath,08,$929,625 Sq Ft,Oct 17
1869 West,B1	2 beds	1 bath,21,$949,625 Sq Ft,Nov 9
1869 West,B2	2 beds	1 bath,01,$954,675 Sq Ft,Oct 19
1869 West,B2	2 beds	1 bath,20,$974,675 Sq Ft,Nov 20
1869 West,B2	2 beds	1 bath,17,$979,675 Sq Ft,Dec 14
1869 West,B2 Renovated	2 beds	1 bath,06,"$1,174",675 Sq Ft,Nov 30
Kenyon Court Apartments,2 beds	1 bath,Apartment ,$800 – $900,900 – 950 sq ft,Not Available
Kenyon Court Apartments,2 beds	1 bath,Townhouse,"$1,050 – $1,175","1,000 sq ft",Not Available
Kenyon Court Apartments,2 beds	1.5 baths,Townhouse,"$1,150 – $1,275","1,100 sq ft",Not Available
Hillcrest Apartments,1 Bedroom	1 bed	1 bath,19-2,$825,600 Sq Ft,Soon
Douglas Plaza,1 bed	1 bath,One Bedroom,$870,595 – 662 sq ft,Available Soon
Douglas Plaza,1 bed	1 bath,One Bedroom - Deluxe,$880,662 sq ft,Available Soon
Abbeyville Apartments,Studio	1 bath,"Studio, 1 Bath Model",$650,467 sq ft,Available Soon
Abbeyville Apartments,1 bed	1 bath,"1 Bed, 1 Bath Model",$890 – $995,715 sq ft,Available Soon
Abbeyville Apartments,2 beds	1 bath,"2 Beds, 1 Bath Model","$1,000 – $1,095",,Available Soon
Abbeyville Apartments,3 beds	1 bath,"3 Beds, 1 Bath Model","$1,250 – $1,295",850 sq ft,Available Soon
Abbeyville Apartments,4 beds	1.5 baths,"4 Beds, 1.5 Baths Model","$1,350",,Available Soon
Frick Park Village,1 bed	1 bath,One Bedroom,$900,800 sq ft,Available Soon
Frick Park Village,2 beds	1 bath,Two Bedroom,"$1,000","1,100 sq ft",Available Soon
Frick Park Village,2 beds	1.5 baths,Townhouse,"$1,030","1,100 sq ft",Available Soon
Cloverleaf Towers,Studio	1 bath,Call for Availability,$700,520 – 550 sq ft,Not Available
Cloverleaf Towers,1 bed	1 bath,1BR 1BA Hi Rise,$800 – $950,650 – 750 sq ft,Not Available
Cloverleaf Towers,1 bed	1 bath,1BR 1BA Garden,$800 – $950,650 – 700 sq ft,Not Available
Cloverleaf Towers,2 beds	1 bath,2BR 1BA Garden,"$900 – $1,100",800 – 850 sq ft,Not Available
Cloverleaf Towers,2 beds	1 bath,2BR 1BA Hi Rise,"$900 – $1,100",800 – 850 sq ft,Not Available
Cloverleaf Towers,3 beds	1 bath,3BR 1BA Hi Rise,"$1,100","1,000 sq ft",Not Available
Cliffside Manor Apartments,1 bed	1 bath,1BR/1BA,$900,750 sq ft,Oct 16
Cliffside Manor Apartments,2 beds	1 bath,Two Bedroom,"$1,100",900 sq ft,Nov 6
The Forest Apartments,1 bed	1 bath,One Bedroom,$815 – $830,734 – 900 sq ft,Available Soon
The Forest Apartments,2 beds	1 bath,Two Bedroom,$920,"1,014 – 1,054 sq ft",Available Soon
11670 Frankstown Rd,Studio / Efficiency	Studio	1 bath,7,$645,400 Sq Ft,Soon
11670 Frankstown Rd,1 Bedroom	1 bed	1 bath,5,$695,700 Sq Ft,Soon
Jameson Townhomes,A - 3 Bedroom	3 beds	1 bath,3352J,"$1,425",975 Sq Ft,Oct 25
Jameson Townhomes,3 Bed 1 Bath	3 beds	1 bath,3333J,"$1,325",975 Sq Ft,Dec 1
